Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
gaithersburg mold remediation,87,87,70,5,20.09,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/gaithersburg/,0,0,0.00,0.29,101000,"[14,78,78,28,64,50,21,28,50,100,50,35]",2026-02-12,"Local pack, Image, Related searches, Discussions and forums",commercial,Organic
electro pulse therapy,38,38,170,44,0.65,https://proactivwellnesscenters.com/hormone-replacement/pulsed-electro-magnetic-field-pemf-therapy/,0,0,0.00,0.85,7670000,"[52,66,66,66,80,66,100,66,80,100,66,80]",2026-01-06,"Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
vital signs charles town wv,24,24,90,14,0.00,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/charles-town/,0,0,0.00,0.01,218000,"[50,35,50,64,64,100,64,64,78,64,64,50]",2026-02-17,"Knowledge panel, Sitelinks, Image, People also ask",navigational,Organic
vital signs charles town wv,27,27,90,14,0.00,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/charles-town/,0,0,0.00,0.01,218000,"[50,35,50,64,64,100,64,64,78,64,64,50]",2026-02-17,"Knowledge panel, Sitelinks, Image, People also ask",navigational,Organic
vital signs charles town wv,36,36,90,14,0.00,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/charles-town/,0,0,0.00,0.01,218000,"[50,35,50,64,64,100,64,64,78,64,64,50]",2026-02-17,"Knowledge panel, Sitelinks, Image, People also ask",navigational,Organic
plaque x,41,41,390,4,1.21,https://proactivwellnesscenters.com/plaquex-treatment/,0,0,0.00,0.04,238000000,"[66,81,100,100,29,29,29,36,36,23,44,100]",2026-01-06,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
dr morales silver spring md,79,79,110,17,1.93,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/silver-spring/,0,0,0.00,0.04,385000,"[64,52,64,41,52,82,100,82,41,82,100,100]",2026-01-31,"Local pack, Image, People also ask, Related searches",commercial,Organic
pemf back pain,1,1,30,0,1.72,https://proactivwellnesscenters.com/hormone-replacement/pulsed-electro-magnetic-field-pemf-therapy/,0,0,0.00,1,1260000,"[18,100,18,18,18,18,18,18,18,18,18,18]",2026-02-10,"Image, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
mclean hardware mclean virginia,80,80,720,30,0.82,https://proactivwellnesscenters.com/medical-weight-loss/mclean/,0,0,0.00,0.04,1090000,"[41,10,7,3,2,79,100,2,20,66,54,2]",2026-02-14,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
methylenetetrahydrofolate reductase mutation treatment,79,79,320,30,0.00,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0,413000,"[0,0,0,0,0,0,0,0,0,0,0,54]",2026-01-27,"Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
testosterone replacement therapy carroll county maryland,18,18,40,17,0.00,https://proactivwellnesscenters.com/trt/clarksburg/,0,0,0.00,0,111000,"[14,57,71,100,71,28,100]",2025-12-24,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
glp-1 weight management rockville md,15,15,40,0,0.00,https://proactivwellnesscenters.com/medical-weight-loss/rockville/,0,0,0.00,0,72400,"[40,60,100,80]",2026-02-17,"Sitelinks, Video, Related searches",informational,Organic
mold toxicity treatment centers,17,17,50,4,0.00,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/falls-church/,0,0,0.00,0,24600000,"[23,33,33,33,23,23,23,19,19,23,23,23]",2026-01-15,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
mold toxicity treatment centers,28,28,50,4,0.00,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/falls-church/,0,0,0.00,0,24600000,"[23,33,33,33,23,23,23,19,19,23,23,23]",2026-01-15,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
mold toxicity treatment centers,48,48,50,4,0.00,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/frederick/,0,0,0.00,0,24600000,"[23,33,33,33,23,23,23,19,19,23,23,23]",2026-01-15,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
mold toxicity treatment centers,78,78,50,4,0.00,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/arlington/,0,0,0.00,0,24600000,"[23,33,33,33,23,23,23,19,19,23,23,23]",2026-01-15,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
doctors who treat mold toxicity near me,15,29,260,4,2.12,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/rockville/,0,0,0.00,0.55,24300000,"[43,66,43,54,54,43,54,66,43,43,43,43]",2026-02-19,"Local pack, Video, Related searches",transactional,Organic
doctors who treat mold toxicity near me,76,0,260,4,2.12,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/frederick/,0,0,0.00,0.55,24300000,"[43,66,43,54,54,43,54,66,43,43,43,43]",2026-02-19,"Local pack, Video, Related searches",transactional,Organic
survivingmold.com,33,33,140,23,1.92,https://proactivwellnesscenters.com/events-resources/links/,0,0,0.00,0.06,12500,"[52,66,66,52,80,100,66,52,66,66,66,80]",2026-02-07,"Sitelinks, Video, Image, Ads bottom, People also ask",navigational,Organic
testosterone replacement therapy in pittsburgh,95,95,40,23,0.00,https://proactivwellnesscenters.com/trt/york/,0,0,0.00,0,145000,"[28,42,42,42,42,42,100,100,100]",2026-01-10,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
what is integrative,93,93,390,50,0.00,https://proactivwellnesscenters.com/what-does-it-mean-to-practice-integrative-medicine/,0,0,0.00,0,47600000,"[24,13,65,8,7,5,3,3,8,24,5,4]",2025-12-19,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
weight loss fairfax va,21,21,70,10,11.01,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/fairfax/,0,0,0.00,0.66,970000,"[78,28,28,21,78,14,28,100,100,35,14,14]",2026-02-08,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
weight loss fairfax va,36,36,70,10,11.01,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0.66,970000,"[78,28,28,21,78,14,28,100,100,35,14,14]",2026-02-08,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
value city furniture in hagerstown maryland,46,46,170,25,1.49,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/hagerstown/,0,0,0.00,1,289000,"[18,44,28,18,8,15,100,28,28,23,44,18]",2025-12-22,"Knowledge panel, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
columbia md alzheimer care,17,17,50,,0.00,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/columbia/,0,0,0.00,0,2070000,"[0,9,9,9,18,27,27,100,81,81,81,100]",2026-01-24,"Local pack, Featured snippet, Image, Related searches",commercial,Organic
bredesen protocol reviews,39,39,50,32,0.00,https://proactivwellnesscenters.com/hormone-replacement/northern-virginia-bredesen-protocol-strategies-to-improve-brain-health-and-reverse-cognitive-decline-resulting-from-alzheimers/,0,0,0.00,0.04,18400,"[52,100,82,52,23,17,11,11,11,11,11,11]",2026-01-15,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
weight loss center harrisburg pa,12,12,50,20,5.48,https://proactivwellnesscenters.com/medical-weight-loss/harrisburg/,0,0,0.00,0.76,835000,"[33,23,52,23,23,52,19,23,19,14,14,14]",2025-12-25,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",informational,Organic
weight loss center harrisburg pa,64,64,50,20,5.48,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/harrisburg/,0,0,0.00,0.76,835000,"[33,23,52,23,23,52,19,23,19,14,14,14]",2025-12-25,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",informational,Organic
weight loss medical clinic,96,96,880,58,8.93,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0.58,668000000,"[35,13,0,0,0,0,24,100,2,1,1,3]",2026-02-01,"Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
weight loss center dc,37,37,70,43,8.12,https://proactivwellnesscenters.com/medical-weight-loss/washington/,0,0,0.00,0.68,122000000,"[64,64,50,50,35,50,64,50,50,78,50,64]",2026-01-26,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
proactive men's medical center reviews,7,7,40,26,5.74,https://proactivwellnesscenters.com/patient-reviews/,0,0,0.00,0.22,12000000,"[11,11,17,64,64,5,29,41,29,11,11,11]",2025-12-18,"Knowledge panel, Sitelinks, Video, Related searches, AI overview",commercial,Organic
fruit benefits,56,56,590,81,0.04,https://proactivwellnesscenters.com/fruits-and-their-surprising-benefits/,0,0,0.00,0.04,759000000,"[20,20,31,37,37,46,68,31,31,20,31,16]",2026-01-07,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
proactiv solution phone number,63,63,110,33,1.42,https://proactivwellnesscenters.com/contact-us/,0,0,0.00,0.13,306000,"[52,42,52,19,42,66,66,66,33,52,66,66]",2026-01-26,"Video, People also ask, Related searches, AI overview",informational,Organic
gainswave negative reviews,68,68,260,,0.00,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/fairfax/,0,0,0.00,0.02,4460,"[29,29,44,36,29,19,15,15,23,23,44,29]",2026-01-10,"Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
advanced weight loss,93,93,390,45,5.97,https://proactivwellnesscenters.com/medical-weight-loss/pittsburgh/,0,0,0.00,0.65,676000000,"[36,44,44,44,66,66,54,81,81,54,54,54]",2026-01-07,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
dr lynese lawson,26,26,50,5,1.26,https://proactivwellnesscenters.com/patient-reviews/,0,0,0.00,0.11,4330,"[18,18,18,18,18,18,18,100,100,100,63,100]",2025-12-20,"Knowledge panel, Sitelinks, Video",informational,Organic
dr lynese lawson,54,54,50,5,1.26,https://proactivwellnesscenters.com/contact-us/epatientportal/,0,0,0.00,0.11,4330,"[18,18,18,18,18,18,18,100,100,100,63,100]",2025-12-20,"Knowledge panel, Sitelinks, Video",informational,Organic
dr lynese lawson,59,59,50,5,1.26,https://proactivwellnesscenters.com/home/,0,0,0.00,0.11,4330,"[18,18,18,18,18,18,18,100,100,100,63,100]",2025-12-20,"Knowledge panel, Sitelinks, Video",informational,Organic
dr lynese lawson,63,63,50,5,1.26,https://proactivwellnesscenters.com/prince-georges-county/,0,0,0.00,0.11,4330,"[18,18,18,18,18,18,18,100,100,100,63,100]",2025-12-20,"Knowledge panel, Sitelinks, Video",informational,Organic
intgrative,96,96,320,79,2.07,https://proactivwellnesscenters.com/what-does-it-mean-to-practice-integrative-medicine/,0,0,0.00,0.04,46700000,"[19,12,19,23,54,44,29,19,66,100,44,66]",2026-01-01,"Instant answer, Local pack, Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
treatment for cirs,33,33,320,8,1.25,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/sterling/,0,0,0.00,0.09,1530000,"[12,19,19,29,36,44,36,29,29,54,44,100]",2026-01-12,"Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
treatment for cirs,55,55,320,8,1.25,https://proactivwellnesscenters.com/hormone-replacement/cirs-mold-diagnosis-and-treatment-program/,0,0,0.00,0.09,1530000,"[12,19,19,29,36,44,36,29,29,54,44,100]",2026-01-12,"Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
treatment for cirs,81,81,320,8,1.25,https://proactivwellnesscenters.com/hormone-replacement/northern-virginia-cirs-mold-diagnosis-and-treatment-program/,0,0,0.00,0.09,1530000,"[12,19,19,29,36,44,36,29,29,54,44,100]",2026-01-12,"Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical weight loss centers,80,80,90,39,0.00,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0,154,"[0,5,4,2,3,2,1,7,8,5,2,5]",2026-02-03,"Local pack, Video, People also ask, Related searches",commercial,Organic
bredesen protocol supplements,42,42,110,1,1.12,https://proactivwellnesscenters.com/hormone-replacement/northern-virginia-bredesen-protocol-strategies-to-improve-brain-health-and-reverse-cognitive-decline-resulting-from-alzheimers/,0,0,0.00,0.95,16400,"[23,41,52,52,82,82,64,100,100,64,29,41]",2026-01-06,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
testosterone replacement therapy charlottesville,86,86,70,2,0.00,https://proactivwellnesscenters.com/trt/alexandria/,0,0,0.00,0,22500,"[11,29,11,11,11,17,82,100,100,82]",2026-01-03,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
biodisrupt,71,71,110,0,1.34,https://stores.proactivwellnesscenters.com/BioDisrupt-60-capsules_p_739.html,0,0,0.00,1,2890,"[64,64,100,100,82,82,64,52,64,64,64,64]",2026-01-02,"Image pack, Sitelinks, Image, Related searches","commercial, informational",Organic
semaglutide culpeper,24,24,50,6,0.00,https://proactivwellnesscenters.com/medical-weight-loss/chantilly/,0,0,0.00,0,938,"[18,36,0,45,18,9,18,81,81,45,81,100]",2026-01-25,"People also ask, Related searches, AI overview",commercial,Organic
b a b 2,19,19,110,21,0.00,https://stores.proactivwellnesscenters.com/MC-BAB-2-2-oz-drops-_p_1855.html,0,0,0.00,0.33,154000000,"[3,3,6,3,3,3,44,100,3,18,3,3]",2026-02-10,"Video, Image, Related searches, AI overview",informational,Organic
b a b 2,21,21,110,21,0.00,https://stores.proactivwellnesscenters.com/MC-BAB-2-2-oz-drops-_p_1855.html,0,0,0.00,0.33,154000000,"[3,3,6,3,3,3,44,100,3,18,3,3]",2026-02-10,"Video, Image, Related searches, AI overview",informational,Organic
supplements for mthfr gene mutation,66,66,320,,1.10,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,1,791000,"[23,36,44,36,36,29,66,44,44,36,66,81]",2025-12-31,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to cure leaky gut syndrome,79,79,90,39,0.56,https://proactivwellnesscenters.com/intestinal-permeability-leaky-gut-diagnosis-and-treatment/,0,0,0.00,1,15700000,"[18,14,18,22,22,22,29,18,18,18,22,14]",2026-01-28,"Sitelinks, Featured snippet, Image, People also ask, Related searches, Discussions and forums",informational,Organic
long hauler,32,32,320,47,3.43,https://proactivwellnesscenters.com/what-to-do-if-youre-a-covid-long-hauler/,0,0,0.00,0,24900000,"[16,10,13,10,10,5,16,5,5,3,8,2]",2026-01-11,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
symptoms of leaky gut syndrome treatment,81,81,70,41,0.88,https://proactivwellnesscenters.com/intestinal-permeability-leaky-gut-diagnosis-and-treatment/,0,0,0.00,0.87,5270000,"[52,52,52,52,52,52,41,41,41,41,41,41]",2026-01-28,"Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
men's wellness richmond va,80,80,30,49,6.86,https://proactivwellnesscenters.com/trt/woodbridge/,0,0,0.00,0.57,618000,"[44,22,22,22,22,100,22,22,44,22,22,22]",2026-01-08,"Knowledge panel, Sitelinks, Video, Image, Related searches","informational, transactional",Organic
weight loss clinic washington dc,42,42,110,28,9.14,https://proactivwellnesscenters.com/medical-weight-loss/washington/,0,0,0.00,0.79,126000000,"[100,100,78,100,100,100,64,78,50,64,64,78]",2026-01-01,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
body mass composition testing arlington,20,20,90,15,0.00,https://proactivwellnesscenters.com/metabolic-rejuvenation/body-composition-analysis-total-metabolism-testing/,0,0,0.00,0.06,454000,"[6,6,6,6,6,6,100,43,21,43,6,81]",2026-02-11,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
prevail wellness center,36,36,140,27,0.00,https://proactivwellnesscenters.com/,0,0,0.00,0.03,3950000,"[64,82,52,82,52,100,82,82,82,100,100,82]",2025-12-20,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
pulsed electromagnetic field devices,59,59,30,27,1.29,https://proactivwellnesscenters.com/hormone-replacement/pulsed-electro-magnetic-field-pemf-therapy/,0,0,0.00,1,2430000,"[0,33,0,11,33,22,33,44,77,22,0,77]",2026-01-05,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
medical weight loss center near me,41,41,260,23,0.00,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0,1560000000,"[3,3,13,16,10,13,16,16,45,45,30,30]",2025-12-23,"Local pack, Sitelinks, Related searches",transactional,Organic
benefits of fruit,72,72,390,83,0.04,https://proactivwellnesscenters.com/fruits-and-their-surprising-benefits/,0,0,0.00,0.03,767000000,"[10,13,24,24,16,20,62,45,45,6,24,24]",2026-01-07,"Image pack, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
mthfr mutation causes,47,47,40,34,0.00,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.04,1450000,"[9,52,9,52,9,9,9,9,9,52,9,9]",2026-01-31,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
why do we need antioxidants,64,64,70,70,0.51,https://proactivwellnesscenters.com/what-are-antioxidants-and-why-do-you-need-them/,0,0,0.00,0.08,147000000,"[81,45,63,63,81,100,63,63,63,63,18,100]",2025-12-29,"Sitelinks, Video, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
weight loss programs in dc,35,35,50,37,6.15,https://proactivwellnesscenters.com/medical-weight-loss/washington/,0,0,0.00,0.42,110000000,"[7,100,42,7,7,7,7,7,7,7,7,7]",2025-12-29,"Local pack, Sitelinks, Related searches",commercial,Organic
quick weight loss near me,9,9,70,8,7.21,https://proactivwellnesscenters.com/medical-weight-loss/arlington/,0,0,0.00,0.7,1270000000,"[29,29,52,41,41,64,41,29,29,41,29,29]",2025-12-27,"Local pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",transactional,Organic
quick weight loss near me,54,54,70,8,7.21,https://proactivwellnesscenters.com/medical-weight-loss/pittsburgh/,0,0,0.00,0.7,1270000000,"[29,29,52,41,41,64,41,29,29,41,29,29]",2025-12-27,"Local pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",transactional,Organic
bioimmune,54,54,40,4,7.33,https://stores.proactivwellnesscenters.com/Bioimmune-Products_c_13.html,0,0,0.00,0.99,25700,"[0,9,5,6,5,4,6,6,9,6,2,4]",2026-02-08,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
mold remediation frederick,38,38,140,8,14.14,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/frederick/,0,0,0.00,0.79,123000,"[42,34,26,42,34,34,80,100,80,42,42,42]",2026-01-21,"Local pack, People also ask, Related searches, Discussions and forums",commercial,Organic
mold remediation frederick,39,39,140,8,14.14,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/frederick/,0,0,0.00,0.79,123000,"[42,34,26,42,34,34,80,100,80,42,42,42]",2026-01-21,"Local pack, People also ask, Related searches, Discussions and forums",commercial,Organic
awaken 180 pittsburgh,39,39,30,14,4.14,https://proactivwellnesscenters.com/medical-weight-loss/pittsburgh/,0,0,0.00,0.29,241000,"[5,3,6,5,3,6,3,3,3,3,3,3]",2026-01-14,"Video, People also ask, Related searches, See results about","navigational, transactional",Organic
pittsburgh weight loss clinic,25,25,50,14,9.48,https://proactivwellnesscenters.com/medical-weight-loss/pittsburgh/,0,0,0.00,0.63,9750000,"[7,14,28,50,50,100,64,35,35,28,35,35]",2026-01-20,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
weight loss facilities near me,55,55,880,25,9.18,https://proactivwellnesscenters.com/medical-weight-loss/arlington/,0,0,0.00,0.78,368000000,"[29,24,1,53,3,3,53,5,10,5,4,3]",2026-02-06,"Local pack, Video, People also ask, Related searches",transactional,Organic
weight loss facilities near me,74,74,880,25,9.18,https://proactivwellnesscenters.com/medical-weight-loss/arlington/,0,0,0.00,0.78,368000000,"[29,24,1,53,3,3,53,5,10,5,4,3]",2026-02-06,"Local pack, Video, People also ask, Related searches",transactional,Organic
st george weight loss,56,56,30,17,6.18,https://proactivwellnesscenters.com/medical-weight-loss/prince-georges-county/,0,0,0.00,0.41,120000000,"[18,18,100,18,18,18,18,18,18,18,18,18]",2026-01-02,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
where can i buy augmented nac,40,40,70,3,0.70,https://stores.proactivwellnesscenters.com/Augmented-NAC-90-capsules_p_1985.html,0,0,0.00,1,1650000,"[7,7,19,15,100,7,7,7,42,42,42,7]",2026-01-30,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",transactional,Organic
nava center columbia,63,63,110,20,4.48,https://proactivwellnesscenters.com/gainswave-therapy/columbia/,0,0,0.00,0.21,338000,"[34,53,34,21,21,43,21,21,34,65,21,34]",2025-12-26,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
labcorp in gaithersburg md,56,56,40,,1.80,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/gaithersburg/,0,0,0.00,0.08,21800,"[0,0,3,12,12,15,0,21,9,21,28,9]",2026-01-25,"Knowledge panel, People also ask, Related searches","informational, transactional",Organic
mold medics pittsburgh,41,41,40,32,6.13,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/pittsburgh/,0,0,0.00,0.51,16100,"[29,41,29,29,23,17,29,23,23,23,29,11]",2026-02-01,"Knowledge panel, Sitelinks, Video, People also ask, Related searches","navigational, transactional",Organic
20877 medical weight loss,20,20,40,4,0.00,https://proactivwellnesscenters.com/medical-weight-loss/silver-spring/,0,0,0.00,0,30800,"[40,100,80]",2026-02-17,"Local pack, Video, Image, Related searches",commercial,Organic
what are the benefits of fruits,67,67,90,72,0.00,https://proactivwellnesscenters.com/fruits-and-their-surprising-benefits/,0,0,0.00,0.01,575000000,"[14,78,78,78,78,14,50,35,50,78,100,64]",2026-01-18,"Image pack, Video, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
bhrt testosterone,37,37,50,53,0.00,https://proactivwellnesscenters.com/hormone-replacement/,0,0,0.00,0,934000,"[29,29,41,29,17,23,17,29,29,29,29,52]",2026-01-26,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
bhrt testosterone,48,48,50,53,0.00,https://proactivwellnesscenters.com/hormone-replacement/,0,0,0.00,0,934000,"[29,29,41,29,17,23,17,29,29,29,29,52]",2026-01-26,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
weight loss clinic rockville,20,20,70,4,6.16,https://proactivwellnesscenters.com/medical-weight-loss/rockville/,0,0,0.00,0.74,19100000,"[36,45,63,63,100,63,63,81,45,63,45,18]",2026-01-22,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
weight loss clinic rockville,89,89,70,4,6.16,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/rockville/,0,0,0.00,0.74,19100000,"[36,45,63,63,100,63,63,81,45,63,45,18]",2026-01-22,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
semaglutide northern virginia,35,35,50,4,0.00,https://proactivwellnesscenters.com/medical-weight-loss/woodbridge/,0,0,0.00,0,56500,"[35,28,28,14,21,28,28,21,100,100,50,64]",2025-12-23,"Local pack, Sitelinks, People also ask, Related searches",informational,Organic
mthfr protocol,22,22,40,12,0.69,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.2,1130000,"[18,36,27,27,45,27,36,45,45,27,18,36]",2025-12-30,"Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
cognoscopy blood test,64,64,30,2,1.84,https://proactivwellnesscenters.com/hormone-replacement/northern-virginia-bredesen-protocol-strategies-to-improve-brain-health-and-reverse-cognitive-decline-resulting-from-alzheimers/,0,0,0.00,0.76,1470,"[18,18,18,100,18,18,18,18,36,36,18,18]",2026-01-05,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
glp-1 frederick md,13,13,70,3,0.00,https://proactivwellnesscenters.com/medical-weight-loss/frederick/,0,0,0.00,0,72100,"[41,0,5,5,17,0,82,82,82,100]",2025-12-31,"Local pack, Sitelinks, Related searches",commercial,Organic
sonic in woodbridge virginia,27,27,50,17,0.00,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/woodbridge/,0,0,0.00,0.09,174000,"[27,45,45,63,27,63,63,63,45,45,45,36]",2025-12-23,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
keep active health & wellness,57,57,140,32,0.34,https://proactivwellnesscenters.com/,0,0,0.00,0.06,706000000,"[53,34,34,21,34,53,43,43,53,34,65,53]",2026-01-21,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
keep active health & wellness,84,84,140,32,0.34,https://proactivwellnesscenters.com/,0,0,0.00,0.06,706000000,"[53,34,34,21,34,53,43,43,53,34,65,53]",2026-01-21,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
keep active health & wellness,95,95,140,32,0.34,https://proactivwellnesscenters.com/,0,0,0.00,0.06,706000000,"[53,34,34,21,34,53,43,43,53,34,65,53]",2026-01-21,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
wellness spot weight loss clinic,97,97,140,22,4.59,https://proactivwellnesscenters.com/medical-weight-loss/bethesda/,0,0,0.00,0.15,30100000,"[0,52,52,52,52,100,33,42,100,52,100,80]",2026-02-10,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
testosterone therapy winter garden,72,72,70,1,0.00,https://proactivwellnesscenters.com/trt/alexandria/,0,0,0.00,0,328000,"[0,4,4,4,9,4,9,66,23,100,100,100]",2026-01-25,"Local pack, Video, People also ask",commercial,Organic
mold removal fairfax va,41,41,110,12,17.33,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/fairfax/,0,0,0.00,0.22,130000,"[23,52,66,80,42,52,33,52,42,100,52,80]",2026-01-26,"Knowledge panel, Image, People also ask, Related searches",commercial,Organic
why is fruit healthy for you,67,67,90,74,0.36,https://proactivwellnesscenters.com/fruits-and-their-surprising-benefits/,0,0,0.00,0.01,1010000000,"[35,28,28,44,23,0,0,0,0,0,0,0]",2026-01-31,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
gaithersburg mold removal,95,95,70,7,27.16,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/gaithersburg/,0,0,0.00,0.51,257000,"[14,14,78,78,28,64,50,21,28,50,100,50]",2026-01-15,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
mthfr mutations,32,32,70,55,0.00,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0,1520000,"[1,2,0,0,0,4,4,7,1,1,1,0]",2025-12-26,"Image pack, Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
non-surgical weight loss arlington,16,16,40,2,0.00,https://proactivwellnesscenters.com/medical-weight-loss/arlington/,0,0,0.00,0,1580000,"[60,80,100,80,80]",2026-01-09,"Local pack, People also ask, Related searches",commercial,Organic
